1 JON,100000
2 AF,56000
32 GS,20000
RSK 4,20000
MAT 113W,20000
15 CO,16000
6 EGO ,11000
23 OS,9950
6 MGH,9950
840 DB,8950
3 NSK,7950
150 LS,6995
W1 HAM,5500
ORZ 7,3495
87 XAA,3395
FJZ 911,1650
