45 L,48000
H 97,44500
72 W,39500
1 RDO,35000
56 E,34500
98 N,34500
JAS 9,29000
9 HW,29000
FRZ 1,28000
602 DON,21000
C 158,16500
94 RP,15900
SCA 216T,15000
TOB 8E,15000
COL 770N,14500
111 RO,14000
C2 UDE,9800
353 ML,9500
E5 COT,8900
J 9672,8500
M31 GAN,7500
2 TPO,7000
M1 ULE,6900
PON 13Y,6400
MEL 1R,6400
SCA 413T,5000
839 JG,4900
MAS 732S,4800
C42 ROL,4800
GIG 155,4800
L26 REN,4800
900 RO,4800
GIL 63,4800
HIG 72,4800
N1 BOB,4800
D444 DDY,4750
RIA 500,4500
8845 W,4500
BAZ 18,4500
R9 NDY,4500
P6 BLO,4400
V6 DGE,4400
LOT 135S,4250
S42 WAN,4000
MOR 662N,3900
G21 MLY,3900
JS 9234,3900
TS 9762,3900
F9 JAY,3900
L121 LLY,3800
MIL 89,3800
C6 JON,3500
G8 YLS,3500
H3 JAC,3500
N8 BEN,3490
HAY 137Y,3400
LAU 228N,3400
LAU 244A,3400
TR14 NCE,3400
8547 JH,3400
K31 ELY,3400
K31 LSO,3400
L36 WAX,3400
LS 9522,3400
OO 3126,3400
V31 GAS,3400
C8 WES,3400
D1 GEM,3400
OXZ 5,3400
3211 RW,3200
JON 113Y,2900
BEN 53V,2900
LS 3019,2900
LS 6010,2900
ROB 77S,2900
5193 R,2900
D8 BOB,2900
E9 ADE,2900
R6 KAT,2900
AMB 332R,2800
BIG 1972,2800
N31 WBY,2800
S15 ASH,2800
TER 21Y,2800
244 JI,2800
5439 K,2800
C1 AGE,2800
G2 JUL,2800
TEZ 82,2800
DJ 7623,2500
IHZ 911,2500
P83 GUM,2500
TER 13Y,2500
TL 6692,2500
TL 8872,2500
PEG 8Y,2500
CUE 841L,2400
GAZ 1992,2400
KAZ 1980,2400
KAZ 1985,2400
OOO 360X,2400
H16 YLS,2400
HAZ 331,2400
K23 ATY,2400
K23 ELY,2400
K26 ATY,2400
LUI 530,2400
N21 OAH,2400
N24 OAH,2400
N28 OAH,2400
N31 EAL,2400
PAT 11M,2400
RAZ 149,2400
L5 SJW,2400
M5 DJB,2400
N6 ELL,2400
N6 JUD,2400
P8 ALE,2400
W6 ELL,2400
W7 CMS,2400
W8 KAY,2400
Y4 JRH,2400
K31 LOG,2200
JRE 68N,2000
DOB 885Y,1900
2742 RO,1900
FGZ 911,1900
K25 DAN,1900
K26 DAN,1900
K27 LEE,1900
K29 LEE,1900
L44 RDY,1900
P27 ONY,1900
H3 ELA,1900
J6 SAJ,1900
RAW 7J,1900
